tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
2472,control_change,,,,,4,0,1,,,64,72,0,,,,
2480,control_change,,,,,8,0,1,,,64,0,0,,,,
2520,note_off,,,,,40,0,1,,,,,0,,,54,0
2524,note_on,,,,,4,0,1,,,,,0,,,58,34
2540,control_change,,,,,16,0,1,,,64,88,0,,,,
2548,control_change,,,,,8,0,1,,,64,127,0,,,,
2572,note_off,,,,,24,0,1,,,,,0,,,58,0
2584,note_on,,,,,12,0,1,,,,,0,,,54,43
2624,note_off,,,,,40,0,1,,,,,0,,,54,0
2636,note_on,,,,,12,0,1,,,,,0,,,58,31
2680,note_off,,,,,44,0,1,,,,,0,,,58,0
2688,note_on,,,,,8,0,1,,,,,0,,,54,43
2728,note_off,,,,,40,0,1,,,,,0,,,54,0
2740,note_on,,,,,12,0,1,,,,,0,,,58,27
2788,note_on,,,,,0,0,1,,,,,0,,,54,38
2788,note_off,,,,,48,0,1,,,,,0,,,58,0
2836,note_off,,,,,48,0,1,,,,,0,,,54,0
2844,note_on,,,,,8,0,1,,,,,0,,,58,38
2892,note_off,,,,,48,0,1,,,,,0,,,58,0
2896,note_on,,,,,4,0,1,,,,,0,,,54,43
2940,note_off,,,,,44,0,1,,,,,0,,,54,0
2948,note_on,,,,,8,0,1,,,,,0,,,58,32
3000,note_off,,,,,52,0,1,,,,,0,,,58,0
3000,note_on,,,,,0,0,1,,,,,0,,,54,39
3052,note_off,,,,,52,0,1,,,,,0,,,54,0
3056,note_on,,,,,4,0,1,,,,,0,,,58,33
3108,note_off,,,,,52,0,1,,,,,0,,,58,0
3108,note_on,,,,,0,0,1,,,,,0,,,54,43
3156,note_off,,,,,48,0,1,,,,,0,,,54,0
3160,note_on,,,,,4,0,1,,,,,0,,,58,34
3216,note_off,,,,,56,0,1,,,,,0,,,58,0
3216,note_on,,,,,0,0,1,,,,,0,,,54,47
3256,note_off,,,,,40,0,1,,,,,0,,,62,64
3264,note_off,,,,,8,0,1,,,,,0,,,54,0
3272,note_on,,,,,8,0,1,,,,,0,,,58,40
3320,note_on,,,,,48,0,1,,,,,0,,,54,46
3324,note_off,,,,,4,0,1,,,,,0,,,58,0
3368,note_off,,,,,44,0,1,,,,,0,,,54,0
3376,note_on,,,,,8,0,1,,,,,0,,,58,40
3428,note_off,,,,,52,0,1,,,,,0,,,58,0
3428,note_on,,,,,0,0,1,,,,,0,,,54,39
3476,note_off,,,,,48,0,1,,,,,0,,,54,0
3484,note_on,,,,,8,0,1,,,,,0,,,58,35
3536,note_off,,,,,52,0,1,,,,,0,,,58,0
3540,note_on,,,,,4,0,1,,,,,0,,,54,35
3584,note_off,,,,,44,0,1,,,,,0,,,54,0
3592,note_on,,,,,8,0,1,,,,,0,,,58,30
3640,note_off,,,,,48,0,1,,,,,0,,,58,0
3644,note_on,,,,,4,0,1,,,,,0,,,54,32
3688,note_off,,,,,44,0,1,,,,,0,,,54,0
3704,note_on,,,,,16,0,1,,,,,0,,,58,33
3748,note_off,,,,,44,0,1,,,,,0,,,58,0
3756,note_on,,,,,8,0,1,,,,,0,,,54,37
3792,note_off,,,,,36,0,1,,,,,0,,,54,0
3812,note_on,,,,,20,0,1,,,,,0,,,58,34
3852,note_off,,,,,40,0,1,,,,,0,,,58,0
3868,note_on,,,,,16,0,1,,,,,0,,,54,34
3912,note_off,,,,,44,0,1,,,,,0,,,54,0
4116,note_on,,,,,204,0,1,,,,,0,,,63,71
4260,note_off,,,,,144,0,1,,,,,0,,,63,0
4284,note_on,,,,,24,0,1,,,,,0,,,61,78
4300,note_on,,,,,16,0,1,,,,,0,,,54,49
4304,control_change,,,,,4,0,1,,,64,40,0,,,,
4312,control_change,,,,,8,0,1,,,64,0,0,,,,
4344,note_off,,,,,32,0,1,,,,,0,,,54,0
4356,note_on,,,,,12,0,1,,,,,0,,,57,30
4368,control_change,,,,,12,0,1,,,64,127,0,,,,
4380,note_off,,,,,12,0,1,,,,,0,,,57,0
4400,note_on,,,,,20,0,1,,,,,0,,,54,43
4440,note_off,,,,,40,0,1,,,,,0,,,54,0
4456,note_on,,,,,16,0,1,,,,,0,,,57,34
4488,note_off,,,,,32,0,1,,,,,0,,,57,0
4504,note_on,,,,,16,0,1,,,,,0,,,54,46
4552,note_off,,,,,48,0,1,,,,,0,,,54,0
4568,note_on,,,,,16,0,1,,,,,0,,,57,38
4604,note_off,,,,,36,0,1,,,,,0,,,57,0
4624,note_on,,,,,20,0,1,,,,,0,,,54,38
4668,note_off,,,,,44,0,1,,,,,0,,,54,0
4692,note_on,,,,,24,0,1,,,,,0,,,57,26
4724,note_off,,,,,32,0,1,,,,,0,,,57,0
4736,note_on,,,,,12,0,1,,,,,0,,,54,42
4784,note_off,,,,,48,0,1,,,,,0,,,54,0
4804,note_on,,,,,20,0,1,,,,,0,,,57,34
4844,note_off,,,,,40,0,1,,,,,0,,,57,0
4856,note_on,,,,,12,0,1,,,,,0,,,54,46
4904,note_off,,,,,48,0,1,,,,,0,,,54,0
4916,note_on,,,,,12,0,1,,,,,0,,,57,37
4964,note_off,,,,,48,0,1,,,,,0,,,57,0
4972,note_on,,,,,8,0,1,,,,,0,,,54,46
5012,note_off,,,,,40,0,1,,,,,0,,,54,0
5032,note_on,,,,,20,0,1,,,,,0,,,57,32
5060,note_off,,,,,28,0,1,,,,,0,,,57,0
5088,note_on,,,,,28,0,1,,,,,0,,,54,42
5092,note_on,,,,,4,0,1,,,,,0,,,60,78
5108,note_off,,,,,16,0,1,,,,,0,,,61,0
5136,note_off,,,,,28,0,1,,,,,0,,,54,0
5156,note_on,,,,,20,0,1,,,,,0,,,57,29
5188,note_off,,,,,32,0,1,,,,,0,,,57,0
5228,control_change,,,,,40,0,1,,,64,104,0,,,,
5232,note_on,,,,,4,0,1,,,,,0,,,59,76
5236,control_change,,,,,4,0,1,,,64,0,0,,,,
5240,note_off,,,,,4,0,1,,,,,0,,,60,0
5244,note_on,,,,,4,0,1,,,,,0,,,51,46
5248,note_on,,,,,4,0,1,,,,,0,,,54,40
5288,note_off,,,,,0,0,1,,,,,0,,,54,0
5288,note_off,,,,,40,0,1,,,,,0,,,51,0
5296,note_on,,,,,8,0,1,,,,,0,,,57,36
5296,control_change,,,,,0,0,1,,,64,104,0,,,,
5304,control_change,,,,,8,0,1,,,64,127,0,,,,
5340,note_off,,,,,36,0,1,,,,,0,,,57,0
5356,note_on,,,,,16,0,1,,,,,0,,,54,38
5360,note_on,,,,,4,0,1,,,,,0,,,51,37
5396,note_off,,,,,36,0,1,,,,,0,,,54,0
5404,note_off,,,,,8,0,1,,,,,0,,,51,0
5412,note_on,,,,,8,0,1,,,,,0,,,57,40
5460,note_off,,,,,48,0,1,,,,,0,,,57,0
5464,note_on,,,,,4,0,1,,,,,0,,,54,40
5472,note_on,,,,,8,0,1,,,,,0,,,51,28
5504,note_off,,,,,32,0,1,,,,,0,,,54,0
5508,note_off,,,,,4,0,1,,,,,0,,,51,0
5524,note_on,,,,,16,0,1,,,,,0,,,57,43
5568,note_off,,,,,44,0,1,,,,,0,,,57,0
5576,note_on,,,,,8,0,1,,,,,0,,,54,36
5580,note_on,,,,,4,0,1,,,,,0,,,51,37
5616,note_off,,,,,36,0,1,,,,,0,,,54,0
5620,note_off,,,,,4,0,1,,,,,0,,,51,0
5632,note_on,,,,,12,0,1,,,,,0,,,57,44
5676,note_off,,,,,44,0,1,,,,,0,,,57,0
5688,note_on,,,,,12,0,1,,,,,0,,,54,32
5692,note_on,,,,,4,0,1,,,,,0,,,51,37
5724,note_off,,,,,32,0,1,,,,,0,,,54,0
5732,note_off,,,,,8,0,1,,,,,0,,,51,0
5748,note_on,,,,,16,0,1,,,,,0,,,57,41
5788,note_off,,,,,40,0,1,,,,,0,,,57,0
5808,note_on,,,,,0,0,1,,,,,0,,,51,35
5808,note_on,,,,,20,0,1,,,,,0,,,54,33
5844,note_off,,,,,36,0,1,,,,,0,,,54,0
5852,note_off,,,,,8,0,1,,,,,0,,,51,0
5868,note_on,,,,,16,0,1,,,,,0,,,57,42
5908,note_off,,,,,40,0,1,,,,,0,,,57,0
5916,note_on,,,,,8,0,1,,,,,0,,,54,32
5924,note_on,,,,,8,0,1,,,,,0,,,51,42
5952,note_off,,,,,28,0,1,,,,,0,,,54,0
5964,note_off,,,,,12,0,1,,,,,0,,,51,0
5972,note_on,,,,,8,0,1,,,,,0,,,57,46
6016,note_off,,,,,44,0,1,,,,,0,,,57,0
6028,note_on,,,,,12,0,1,,,,,0,,,61,71
6032,note_on,,,,,4,0,1,,,,,0,,,54,34
6040,note_on,,,,,8,0,1,,,,,0,,,51,36
6052,note_off,,,,,12,0,1,,,,,0,,,59,0
6080,note_off,,,,,28,0,1,,,,,0,,,54,0
6088,note_off,,,,,8,0,1,,,,,0,,,51,0
6108,note_on,,,,,20,0,1,,,,,0,,,57,34
6128,note_off,,,,,20,0,1,,,,,0,,,57,0
6208,note_on,,,,,80,0,1,,,,,0,,,57,70
6216,note_off,,,,,8,0,1,,,,,0,,,61,0
6224,note_on,,,,,8,0,1,,,,,0,,,50,63
6232,control_change,,,,,8,0,1,,,64,40,0,,,,
6244,control_change,,,,,12,0,1,,,64,0,0,,,,
6284,note_off,,,,,40,0,1,,,,,0,,,50,0
6296,note_on,,,,,12,0,1,,,,,0,,,53,38
6304,control_change,,,,,8,0,1,,,64,127,0,,,,
6336,note_off,,,,,32,0,1,,,,,0,,,53,0
6356,note_on,,,,,20,0,1,,,,,0,,,50,49
6392,note_off,,,,,36,0,1,,,,,0,,,50,0
6412,note_on,,,,,20,0,1,,,,,0,,,53,26
6444,note_off,,,,,32,0,1,,,,,0,,,53,0
6460,note_on,,,,,16,0,1,,,,,0,,,50,45
6500,note_off,,,,,40,0,1,,,,,0,,,50,0
6520,note_on,,,,,20,0,1,,,,,0,,,53,31
6556,note_off,,,,,36,0,1,,,,,0,,,53,0
6568,note_on,,,,,12,0,1,,,,,0,,,50,46
6604,note_off,,,,,36,0,1,,,,,0,,,50,0
6620,note_on,,,,,16,0,1,,,,,0,,,53,42
6656,note_off,,,,,36,0,1,,,,,0,,,53,0
6668,note_on,,,,,12,0,1,,,,,0,,,50,50
6708,note_off,,,,,40,0,1,,,,,0,,,50,0
6724,note_on,,,,,16,0,1,,,,,0,,,53,37
6768,note_off,,,,,44,0,1,,,,,0,,,53,0
6780,note_on,,,,,12,0,1,,,,,0,,,50,48
6816,note_off,,,,,36,0,1,,,,,0,,,50,0
6836,note_on,,,,,20,0,1,,,,,0,,,53,32
6868,note_off,,,,,32,0,1,,,,,0,,,53,0
6884,note_on,,,,,16,0,1,,,,,0,,,50,49
6924,note_off,,,,,40,0,1,,,,,0,,,50,0
6940,note_on,,,,,16,0,1,,,,,0,,,53,32
6988,note_off,,,,,48,0,1,,,,,0,,,53,0
6992,note_on,,,,,4,0,1,,,,,0,,,50,46
7040,note_off,,,,,48,0,1,,,,,0,,,50,0
7052,note_on,,,,,12,0,1,,,,,0,,,53,48
7100,note_off,,,,,48,0,1,,,,,0,,,53,0
7104,note_on,,,,,4,0,1,,,,,0,,,50,48
7160,note_off,,,,,56,0,1,,,,,0,,,50,0
7168,note_on,,,,,8,0,1,,,,,0,,,53,39
7220,note_off,,,,,52,0,1,,,,,0,,,53,0
7228,note_on,,,,,8,0,1,,,,,0,,,50,41
7272,note_off,,,,,44,0,1,,,,,0,,,50,0
7284,note_on,,,,,12,0,1,,,,,0,,,53,35
7328,note_off,,,,,44,0,1,,,,,0,,,53,0
7344,note_on,,,,,16,0,1,,,,,0,,,50,42
7384,note_off,,,,,40,0,1,,,,,0,,,50,0
7400,note_on,,,,,16,0,1,,,,,0,,,53,37
7436,note_off,,,,,36,0,1,,,,,0,,,53,0
7456,note_on,,,,,20,0,1,,,,,0,,,50,45
7488,note_off,,,,,32,0,1,,,,,0,,,50,0
7512,note_on,,,,,24,0,1,,,,,0,,,53,33
7540,note_off,,,,,28,0,1,,,,,0,,,53,0
7572,note_on,,,,,32,0,1,,,,,0,,,50,39
7596,note_off,,,,,24,0,1,,,,,0,,,50,0
7636,note_on,,,,,40,0,1,,,,,0,,,53,18
7656,note_off,,,,,20,0,1,,,,,0,,,53,0
7828,note_on,,,,,172,0,1,,,,,0,,,58,73
7832,note_off,,,,,4,0,1,,,,,0,,,57,0
8056,control_change,,,,,224,0,1,,,67,127,0,,,,
8064,note_on,,,,,8,0,1,,,,,0,,,56,81
8072,control_change,,,,,8,0,1,,,64,88,0,,,,
8080,control_change,,,,,8,0,1,,,64,0,0,,,,
8088,note_off,,,,,8,0,1,,,,,0,,,58,0
8092,note_on,,,,,4,0,1,,,,,0,,,47,47
8132,note_off,,,,,40,0,1,,,,,0,,,47,0
8148,control_change,,,,,0,0,1,,,64,127,0,,,,
8148,note_on,,,,,16,0,1,,,,,0,,,50,45
8172,note_off,,,,,24,0,1,,,,,0,,,50,0
8200,note_on,,,,,28,0,1,,,,,0,,,47,40
8208,control_change,,,,,8,0,1,,,67,0,0,,,,
8224,note_off,,,,,16,0,1,,,,,0,,,47,0
8240,note_on,,,,,16,0,1,,,,,0,,,50,41
8268,note_off,,,,,28,0,1,,,,,0,,,50,0
8292,note_on,,,,,24,0,1,,,,,0,,,47,49
8324,note_off,,,,,32,0,1,,,,,0,,,47,0
8344,note_on,,,,,20,0,1,,,,,0,,,50,42
8368,note_off,,,,,24,0,1,,,,,0,,,50,0
8392,note_on,,,,,24,0,1,,,,,0,,,47,49
8432,note_off,,,,,40,0,1,,,,,0,,,47,0
8440,note_on,,,,,8,0,1,,,,,0,,,50,44
8484,note_off,,,,,44,0,1,,,,,0,,,50,0
8496,note_on,,,,,12,0,1,,,,,0,,,47,45
8536,note_off,,,,,40,0,1,,,,,0,,,47,0
8552,note_on,,,,,16,0,1,,,,,0,,,50,41
8580,note_off,,,,,28,0,1,,,,,0,,,50,0
8608,note_on,,,,,28,0,1,,,,,0,,,47,48
8648,note_off,,,,,40,0,1,,,,,0,,,47,0
8664,note_on,,,,,16,0,1,,,,,0,,,50,44
8708,note_off,,,,,44,0,1,,,,,0,,,50,0
8720,note_on,,,,,12,0,1,,,,,0,,,47,51
8760,note_off,,,,,40,0,1,,,,,0,,,47,0
8772,note_on,,,,,12,0,1,,,,,0,,,50,51
8820,note_off,,,,,48,0,1,,,,,0,,,50,0
8836,note_on,,,,,16,0,1,,,,,0,,,54,76
8836,note_on,,,,,0,0,1,,,,,0,,,47,38
8860,note_off,,,,,24,0,1,,,,,0,,,56,0
8876,note_off,,,,,16,0,1,,,,,0,,,47,0
8904,note_on,,,,,28,0,1,,,,,0,,,50,21
8932,note_off,,,,,28,0,1,,,,,0,,,50,0
8968,note_on,,,,,36,0,1,,,,,0,,,53,85
8984,control_change,,,,,16,0,1,,,64,40,0,,,,
8992,note_on,,,,,8,0,1,,,,,0,,,44,35
8992,control_change,,,,,0,0,1,,,64,0,0,,,,
8996,note_off,,,,,4,0,1,,,,,0,,,54,0
9000,note_on,,,,,4,0,1,,,,,0,,,47,34
9024,note_off,,,,,24,0,1,,,,,0,,,47,0
9036,note_on,,,,,0,0,1,,,,,0,,,50,41
9036,note_off,,,,,12,0,1,,,,,0,,,44,0
9052,control_change,,,,,16,0,1,,,64,127,0,,,,
9088,note_off,,,,,36,0,1,,,,,0,,,50,0
9100,note_on,,,,,12,0,1,,,,,0,,,44,25
9112,note_on,,,,,12,0,1,,,,,0,,,47,26
9132,note_off,,,,,20,0,1,,,,,0,,,47,0
9140,note_off,,,,,8,0,1,,,,,0,,,44,0
9148,note_on,,,,,8,0,1,,,,,0,,,50,45
9200,note_off,,,,,52,0,1,,,,,0,,,50,0
9212,note_on,,,,,12,0,1,,,,,0,,,44,29
9224,note_on,,,,,12,0,1,,,,,0,,,47,24
9248,note_off,,,,,24,0,1,,,,,0,,,47,0
9252,note_off,,,,,4,0,1,,,,,0,,,44,0
9264,note_on,,,,,12,0,1,,,,,0,,,50,48
9312,note_off,,,,,48,0,1,,,,,0,,,50,0
9328,note_on,,,,,16,0,1,,,,,0,,,44,30
9332,note_on,,,,,4,0,1,,,,,0,,,47,22
9352,note_off,,,,,20,0,1,,,,,0,,,47,0
9360,note_off,,,,,8,0,1,,,,,0,,,44,0
9372,note_on,,,,,12,0,1,,,,,0,,,50,42
9416,note_off,,,,,44,0,1,,,,,0,,,50,0
9424,note_on,,,,,0,0,1,,,,,0,,,47,33
9424,note_on,,,,,8,0,1,,,,,0,,,44,26
9460,note_off,,,,,36,0,1,,,,,0,,,47,0
9472,note_off,,,,,12,0,1,,,,,0,,,44,0
9484,note_on,,,,,12,0,1,,,,,0,,,50,48
9528,note_off,,,,,44,0,1,,,,,0,,,50,0
9536,note_on,,,,,8,0,1,,,,,0,,,44,34
9544,note_on,,,,,8,0,1,,,,,0,,,47,38
9572,note_off,,,,,28,0,1,,,,,0,,,47,0
9584,note_off,,,,,12,0,1,,,,,0,,,44,0
9596,note_on,,,,,12,0,1,,,,,0,,,50,47
9612,note_off,,,,,16,0,1,,,,,0,,,53,0
9640,note_off,,,,,28,0,1,,,,,0,,,50,0
9648,note_on,,,,,8,0,1,,,,,0,,,44,30
9660,note_on,,,,,12,0,1,,,,,0,,,47,28
9680,note_off,,,,,20,0,1,,,,,0,,,47,0
9692,note_off,,,,,12,0,1,,,,,0,,,44,0
9700,note_on,,,,,8,0,1,,,,,0,,,50,53
9744,note_off,,,,,44,0,1,,,,,0,,,50,0
9756,note_on,,,,,12,0,1,,,,,0,,,54,73
9764,note_on,,,,,8,0,1,,,,,0,,,47,29
9768,note_on,,,,,4,0,1,,,,,0,,,44,32
9800,note_off,,,,,32,0,1,,,,,0,,,47,0
9820,note_off,,,,,20,0,1,,,,,0,,,44,0
9824,note_on,,,,,4,0,1,,,,,0,,,50,48
9844,note_off,,,,,20,0,1,,,,,0,,,50,0
9948,note_on,,,,,104,0,1,,,,,0,,,50,79
9968,note_on,,,,,20,0,1,,,,,0,,,42,48
9968,control_change,,,,,0,0,1,,,64,40,0,,,,
9976,control_change,,,,,8,0,1,,,64,0,0,,,,
9984,note_off,,,,,8,0,1,,,,,0,,,54,0
10016,control_change,,,,,0,0,1,,,67,127,0,,,,
10016,note_off,,,,,32,0,1,,,,,0,,,42,0
10020,note_on,,,,,4,0,1,,,,,0,,,46,30
10036,control_change,,,,,16,0,1,,,64,56,0,,,,
10040,control_change,,,,,4,0,1,,,67,0,0,,,,
10048,control_change,,,,,8,0,1,,,64,127,0,,,,
10064,note_off,,,,,16,0,1,,,,,0,,,46,0
10072,note_on,,,,,8,0,1,,,,,0,,,42,40
10112,note_off,,,,,40,0,1,,,,,0,,,42,0
10120,note_on,,,,,8,0,1,,,,,0,,,46,34
10160,note_off,,,,,40,0,1,,,,,0,,,46,0
10172,note_on,,,,,12,0,1,,,,,0,,,42,36
10212,note_off,,,,,40,0,1,,,,,0,,,42,0
10228,note_on,,,,,16,0,1,,,,,0,,,46,26
10268,note_off,,,,,40,0,1,,,,,0,,,46,0
10272,note_on,,,,,4,0,1,,,,,0,,,42,36
10320,note_off,,,,,48,0,1,,,,,0,,,42,0
10328,note_on,,,,,8,0,1,,,,,0,,,46,33
10384,note_off,,,,,56,0,1,,,,,0,,,46,0
10384,note_on,,,,,0,0,1,,,,,0,,,42,32
10416,note_off,,,,,32,0,1,,,,,0,,,42,0
10432,note_on,,,,,16,0,1,,,,,0,,,46,44
10468,note_on,,,,,0,0,1,,,,,0,,,42,43
10468,note_off,,,,,36,0,1,,,,,0,,,46,0
10516,note_off,,,,,48,0,1,,,,,0,,,42,0
10524,note_on,,,,,8,0,1,,,,,0,,,46,40
10564,note_off,,,,,40,0,1,,,,,0,,,46,0
10568,note_on,,,,,4,0,1,,,,,0,,,42,40
10612,note_off,,,,,44,0,1,,,,,0,,,42,0
10628,note_on,,,,,16,0,1,,,,,0,,,46,27
10672,note_on,,,,,0,0,1,,,,,0,,,42,40
10672,note_off,,,,,44,0,1,,,,,0,,,46,0
10720,note_off,,,,,48,0,1,,,,,0,,,42,0
