tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,note,velocity
0,control_change,,,,,0,0,1,,7,127,0,,
0,time_signature,4,4,24,8,0,1,0,,,,,,
0,set_tempo,,,,,0,1,0,545455,,,,,
0,track_name,,,,,0,1,1,,,,,,
0,end_of_track,,,,,0,1,2,,,,,,
0,track_name,,,,,0,1,2,,,,,,
260,control_change,,,,,260,0,1,,64,127,0,,
434,note_on,,,,,174,0,1,,,,0,69,77
436,note_on,,,,,2,0,1,,,,0,57,79
450,note_off,,,,,14,0,1,,,,0,57,64
456,note_off,,,,,6,0,1,,,,0,69,64
476,note_on,,,,,20,0,1,,,,0,69,104
482,note_on,,,,,6,0,1,,,,0,57,95
490,control_change,,,,,8,0,1,,64,0,0,,
662,control_change,,,,,172,0,1,,64,127,0,,
856,note_off,,,,,194,0,1,,,,0,69,64
908,note_off,,,,,52,0,1,,,,0,57,64
1282,note_on,,,,,374,0,1,,,,0,63,81
1284,note_on,,,,,2,0,1,,,,0,51,82
1300,note_off,,,,,16,0,1,,,,0,51,64
1304,note_off,,,,,4,0,1,,,,0,63,64
1332,note_on,,,,,28,0,1,,,,0,63,92
1336,note_on,,,,,4,0,1,,,,0,51,94
1482,note_off,,,,,146,0,1,,,,0,63,64
1510,note_off,,,,,28,0,1,,,,0,51,64
2072,note_on,,,,,562,0,1,,,,0,57,75
2072,note_on,,,,,0,0,1,,,,0,45,82
2092,note_off,,,,,20,0,1,,,,0,45,64
2098,note_off,,,,,6,0,1,,,,0,57,64
2122,note_on,,,,,24,0,1,,,,0,57,100
2124,note_on,,,,,2,0,1,,,,0,45,90
2176,note_off,,,,,52,0,1,,,,0,57,64
2182,note_off,,,,,6,0,1,,,,0,45,64
2402,note_on,,,,,220,0,1,,,,0,39,81
2404,note_on,,,,,2,0,1,,,,0,51,84
2424,note_off,,,,,20,0,1,,,,0,51,64
2430,note_off,,,,,6,0,1,,,,0,39,64
2460,note_on,,,,,0,0,1,,,,0,39,79
2460,note_on,,,,,30,0,1,,,,0,51,93
2500,note_off,,,,,40,0,1,,,,0,51,64
2508,note_off,,,,,8,0,1,,,,0,39,64
2770,note_on,,,,,262,0,1,,,,0,45,79
2772,note_on,,,,,2,0,1,,,,0,33,82
2788,note_off,,,,,16,0,1,,,,0,33,64
2796,note_off,,,,,8,0,1,,,,0,45,64
2828,note_on,,,,,32,0,1,,,,0,45,93
2832,note_on,,,,,4,0,1,,,,0,33,99
2956,note_off,,,,,124,0,1,,,,0,45,64
2966,note_off,,,,,10,0,1,,,,0,33,64
3184,note_on,,,,,218,0,1,,,,0,39,81
3186,note_on,,,,,2,0,1,,,,0,27,88
3212,note_off,,,,,26,0,1,,,,0,27,64
3212,note_off,,,,,0,0,1,,,,0,39,64
3278,note_on,,,,,66,0,1,,,,0,39,94
3280,note_on,,,,,2,0,1,,,,0,27,89
3352,control_change,,,,,72,0,1,,64,0,0,,
3408,control_change,,,,,56,0,1,,64,127,0,,
4250,note_on,,,,,842,0,1,,,,0,54,81
4252,note_on,,,,,0,0,1,,,,0,45,76
4252,note_on,,,,,2,0,1,,,,0,48,83
4288,control_change,,,,,36,0,1,,64,0,0,,
4426,control_change,,,,,138,0,1,,64,127,0,,
4464,set_tempo,,,,,4464,1,0,540541,,,,,
4536,note_off,,,,,110,0,1,,,,0,45,64
4548,note_off,,,,,12,0,1,,,,0,48,64
4568,note_off,,,,,20,0,1,,,,0,54,64
4688,set_tempo,,,,,224,1,0,535714,,,,,
4800,note_on,,,,,232,0,1,,,,0,55,79
4800,note_on,,,,,0,0,1,,,,0,46,84
4802,note_on,,,,,2,0,1,,,,0,50,81
4836,control_change,,,,,34,0,1,,64,0,0,,
4908,set_tempo,,,,,220,1,0,530973,,,,,
4932,control_change,,,,,96,0,1,,64,127,0,,
5014,note_off,,,,,82,0,1,,,,0,55,64
5028,note_off,,,,,14,0,1,,,,0,46,64
5036,note_off,,,,,8,0,1,,,,0,50,64
5132,set_tempo,,,,,224,1,0,526316,,,,,
5350,note_on,,,,,0,0,1,,,,0,51,89
5350,note_on,,,,,314,0,1,,,,0,56,93
5352,note_on,,,,,2,0,1,,,,0,47,81
5356,set_tempo,,,,,224,1,0,521739,,,,,
5400,control_change,,,,,48,0,1,,64,0,0,,
5508,control_change,,,,,108,0,1,,64,127,0,,
5576,set_tempo,,,,,220,1,0,517241,,,,,
5578,note_off,,,,,70,0,1,,,,0,47,64
5606,note_off,,,,,28,0,1,,,,0,51,64
5624,note_off,,,,,18,0,1,,,,0,56,64
5800,set_tempo,,,,,224,1,0,512821,,,,,
5972,note_on,,,,,0,0,1,,,,0,51,92
5972,note_on,,,,,348,0,1,,,,0,63,81
5974,note_on,,,,,2,0,1,,,,0,56,92
5976,note_on,,,,,2,0,1,,,,0,58,92
6024,control_change,,,,,48,0,1,,64,0,0,,
6024,set_tempo,,,,,224,1,0,508475,,,,,
6166,control_change,,,,,142,0,1,,64,127,0,,
6248,set_tempo,,,,,224,1,0,512821,,,,,
6252,set_tempo,,,,,4,1,0,517241,,,,,
6256,set_tempo,,,,,4,1,0,521739,,,,,
6260,set_tempo,,,,,4,1,0,526316,,,,,
6268,set_tempo,,,,,8,1,0,530973,,,,,
6272,set_tempo,,,,,4,1,0,535714,,,,,
6276,set_tempo,,,,,4,1,0,540541,,,,,
6280,set_tempo,,,,,4,1,0,545455,,,,,
6340,note_off,,,,,174,0,1,,,,0,39,64
6344,note_off,,,,,4,0,1,,,,0,27,64
6522,note_on,,,,,178,0,1,,,,0,40,84
6524,note_on,,,,,2,0,1,,,,0,28,83
6582,control_change,,,,,58,0,1,,64,0,0,,
6656,control_change,,,,,74,0,1,,64,127,0,,
6728,note_off,,,,,72,0,1,,,,0,28,64
6732,note_off,,,,,4,0,1,,,,0,40,64
6764,note_off,,,,,32,0,1,,,,0,56,64
6770,note_off,,,,,6,0,1,,,,0,58,64
6942,note_on,,,,,172,0,1,,,,0,42,70
6944,note_on,,,,,2,0,1,,,,0,30,78
7016,note_off,,,,,72,0,1,,,,0,42,64
7058,note_on,,,,,42,0,1,,,,0,28,75
7062,note_on,,,,,4,0,1,,,,0,40,68
7066,note_on,,,,,4,0,1,,,,0,58,77
7068,note_off,,,,,2,0,1,,,,0,30,64
7072,note_on,,,,,4,0,1,,,,0,55,63
7120,control_change,,,,,48,0,1,,64,0,0,,
7236,control_change,,,,,116,0,1,,64,127,0,,
7350,note_off,,,,,114,0,1,,,,0,28,64
7362,note_off,,,,,12,0,1,,,,0,40,64
7694,note_on,,,,,332,0,1,,,,0,39,51
7696,note_on,,,,,2,0,1,,,,0,27,62
7716,control_change,,,,,20,0,1,,64,0,0,,
7794,control_change,,,,,78,0,1,,64,127,0,,
7852,note_off,,,,,58,0,1,,,,0,27,64
7866,note_off,,,,,14,0,1,,,,0,39,64
7922,note_off,,,,,56,0,1,,,,0,51,64
7934,note_off,,,,,12,0,1,,,,0,55,64
7934,note_off,,,,,0,0,1,,,,0,58,64
7934,note_off,,,,,0,0,1,,,,0,63,64
8050,note_on,,,,,116,0,1,,,,0,63,70
8056,note_on,,,,,6,0,1,,,,0,51,62
8084,note_off,,,,,28,0,1,,,,0,51,64
8088,note_off,,,,,4,0,1,,,,0,63,64
8096,note_on,,,,,8,0,1,,,,0,32,69
8150,note_on,,,,,54,0,1,,,,0,39,58
8192,control_change,,,,,42,0,1,,64,0,0,,
8226,note_on,,,,,34,0,1,,,,0,44,65
8276,note_on,,,,,50,0,1,,,,0,51,63
8332,note_on,,,,,56,0,1,,,,0,56,60
8406,note_on,,,,,74,0,1,,,,0,60,59
8488,note_on,,,,,82,0,1,,,,0,63,59
8592,control_change,,,,,104,0,1,,64,127,0,,
8676,note_off,,,,,84,0,1,,,,0,56,64
8678,note_off,,,,,2,0,1,,,,0,51,64
8694,note_off,,,,,16,0,1,,,,0,60,64
8704,note_off,,,,,0,0,1,,,,0,44,64
8704,note_off,,,,,10,0,1,,,,0,32,64
8716,note_off,,,,,12,0,1,,,,0,63,64
8720,note_off,,,,,4,0,1,,,,0,39,64
9742,control_change,,,,,1022,0,1,,64,0,0,,
9894,note_on,,,,,152,0,1,,,,0,72,81
9896,note_on,,,,,2,0,1,,,,0,60,84
9916,note_off,,,,,20,0,1,,,,0,60,64
9920,note_off,,,,,4,0,1,,,,0,72,64
9942,note_on,,,,,22,0,1,,,,0,72,99
9948,note_on,,,,,6,0,1,,,,0,60,95
10032,control_change,,,,,84,0,1,,64,127,0,,
10226,note_off,,,,,194,0,1,,,,0,72,64
10276,note_off,,,,,50,0,1,,,,0,60,64
10604,note_on,,,,,328,0,1,,,,0,66,73
10604,note_on,,,,,0,0,1,,,,0,54,73
10618,note_off,,,,,14,0,1,,,,0,54,64
10622,note_off,,,,,4,0,1,,,,0,66,64
10656,note_on,,,,,0,0,1,,,,0,54,92
10656,note_on,,,,,34,0,1,,,,0,66,92
10864,note_off,,,,,208,0,1,,,,0,66,64
10914,note_off,,,,,50,0,1,,,,0,54,64
11292,note_on,,,,,0,0,1,,,,0,48,72
11292,note_on,,,,,378,0,1,,,,0,60,73
11310,note_off,,,,,18,0,1,,,,0,48,64
11318,note_off,,,,,8,0,1,,,,0,60,64
11342,note_on,,,,,24,0,1,,,,0,60,96
11344,note_on,,,,,2,0,1,,,,0,48,96
11394,note_off,,,,,50,0,1,,,,0,60,64
11408,note_off,,,,,14,0,1,,,,0,48,64
11600,note_on,,,,,192,0,1,,,,0,42,74
11602,note_on,,,,,2,0,1,,,,0,54,74
11624,note_off,,,,,0,0,1,,,,0,42,64
11624,note_off,,,,,22,0,1,,,,0,54,64
11658,note_on,,,,,34,0,1,,,,0,54,83
11664,note_on,,,,,6,0,1,,,,0,42,87
11706,note_off,,,,,42,0,1,,,,0,54,64
11710,note_off,,,,,4,0,1,,,,0,42,64
11952,note_on,,,,,242,0,1,,,,0,48,80
11954,note_on,,,,,2,0,1,,,,0,36,76
11978,note_off,,,,,24,0,1,,,,0,48,64
11980,note_off,,,,,2,0,1,,,,0,36,64
12012,note_on,,,,,32,0,1,,,,0,48,86
12014,note_on,,,,,2,0,1,,,,0,36,82
12098,note_off,,,,,84,0,1,,,,0,48,64
12116,note_off,,,,,18,0,1,,,,0,36,64
12326,note_on,,,,,210,0,1,,,,0,30,88
12328,note_on,,,,,2,0,1,,,,0,42,73
12352,note_off,,,,,24,0,1,,,,0,42,64
12354,note_off,,,,,2,0,1,,,,0,30,64
12426,note_on,,,,,72,0,1,,,,0,42,92
12428,note_on,,,,,2,0,1,,,,0,30,92
12500,control_change,,,,,72,0,1,,64,0,0,,
12574,control_change,,,,,74,0,1,,64,127,0,,
13360,note_on,,,,,786,0,1,,,,0,57,89
13360,note_on,,,,,0,0,1,,,,0,51,91
13364,note_on,,,,,4,0,1,,,,0,48,85
13408,control_change,,,,,44,0,1,,64,0,0,,
13548,control_change,,,,,140,0,1,,64,127,0,,
13626,note_off,,,,,78,0,1,,,,0,48,64
13642,note_off,,,,,16,0,1,,,,0,57,64
13658,note_off,,,,,16,0,1,,,,0,51,64
13960,note_on,,,,,302,0,1,,,,0,58,94
13960,note_on,,,,,0,0,1,,,,0,52,92
13962,note_on,,,,,2,0,1,,,,0,49,93
14006,control_change,,,,,44,0,1,,64,0,0,,
14116,control_change,,,,,110,0,1,,64,127,0,,
14224,note_off,,,,,108,0,1,,,,0,52,64
14242,note_off,,,,,18,0,1,,,,0,49,64
14256,note_off,,,,,14,0,1,,,,0,58,64
14518,note_on,,,,,0,0,1,,,,0,54,94
14518,note_on,,,,,262,0,1,,,,0,59,92
14520,note_on,,,,,2,0,1,,,,0,50,95
14572,control_change,,,,,52,0,1,,64,0,0,,
14700,control_change,,,,,128,0,1,,64,127,0,,
14760,note_off,,,,,60,0,1,,,,0,50,64
14778,note_off,,,,,18,0,1,,,,0,54,64
14780,note_off,,,,,2,0,1,,,,0,59,64
15178,note_on,,,,,398,0,1,,,,0,66,85
15178,note_on,,,,,0,0,1,,,,0,54,92
15180,note_on,,,,,2,0,1,,,,0,59,94
15182,note_on,,,,,2,0,1,,,,0,61,93
15230,control_change,,,,,48,0,1,,64,0,0,,
15350,control_change,,,,,120,0,1,,64,127,0,,
15578,note_off,,,,,228,0,1,,,,0,30,64
15586,note_off,,,,,8,0,1,,,,0,42,64
15744,note_on,,,,,0,0,1,,,,0,31,99
15744,note_on,,,,,158,0,1,,,,0,43,94
15808,control_change,,,,,64,0,1,,64,0,0,,
15880,control_change,,,,,72,0,1,,64,127,0,,
15990,note_off,,,,,110,0,1,,,,0,31,64
16012,note_off,,,,,22,0,1,,,,0,43,64
16066,note_off,,,,,54,0,1,,,,0,59,64
16080,note_off,,,,,14,0,1,,,,0,61,64
16186,note_on,,,,,0,0,1,,,,0,33,83
16186,note_on,,,,,106,0,1,,,,0,45,84
16234,note_off,,,,,48,0,1,,,,0,45,64
16238,note_off,,,,,4,0,1,,,,0,33,64
16298,note_on,,,,,60,0,1,,,,0,61,68
16298,note_on,,,,,0,0,1,,,,0,43,84
16300,note_on,,,,,0,0,1,,,,0,31,89
16300,note_on,,,,,2,0,1,,,,0,58,72
16364,control_change,,,,,64,0,1,,64,0,0,,
16454,control_change,,,,,90,0,1,,64,127,0,,
16582,note_off,,,,,128,0,1,,,,0,31,64
16582,note_off,,,,,0,0,1,,,,0,43,64
16968,note_on,,,,,386,0,1,,,,0,30,63
16978,note_on,,,,,10,0,1,,,,0,42,63
17006,control_change,,,,,28,0,1,,64,0,0,,
17092,control_change,,,,,86,0,1,,64,127,0,,
17148,note_off,,,,,56,0,1,,,,0,30,64
17154,note_off,,,,,6,0,1,,,,0,42,64
17206,note_off,,,,,52,0,1,,,,0,54,64
17212,note_off,,,,,6,0,1,,,,0,66,64
17218,note_off,,,,,6,0,1,,,,0,61,64
17220,note_off,,,,,2,0,1,,,,0,58,64
17330,note_on,,,,,110,0,1,,,,0,66,70
17334,note_on,,,,,4,0,1,,,,0,54,63
17394,note_on,,,,,60,0,1,,,,0,35,65
17450,note_on,,,,,56,0,1,,,,0,42,68
17460,note_off,,,,,10,0,1,,,,0,54,64
17468,note_off,,,,,8,0,1,,,,0,66,64
17516,control_change,,,,,48,0,1,,64,0,0,,
17518,note_on,,,,,2,0,1,,,,0,47,77
17564,note_on,,,,,46,0,1,,,,0,54,60
17632,note_on,,,,,68,0,1,,,,0,59,59
17712,note_on,,,,,80,0,1,,,,0,63,62
17832,note_on,,,,,120,0,1,,,,0,66,63
17870,control_change,,,,,38,0,1,,64,127,0,,
17968,note_off,,,,,98,0,1,,,,0,35,64
17976,note_off,,,,,8,0,1,,,,0,54,64
17980,note_off,,,,,4,0,1,,,,0,59,64
17986,note_off,,,,,6,0,1,,,,0,47,64
18008,note_off,,,,,22,0,1,,,,0,42,64
18038,note_off,,,,,30,0,1,,,,0,63,64
18088,note_off,,,,,50,0,1,,,,0,66,64
18916,control_change,,,,,828,0,1,,64,0,0,,
18960,set_tempo,,,,,12680,1,0,540541,,,,,
18964,set_tempo,,,,,4,1,0,535714,,,,,
18968,set_tempo,,,,,4,1,0,526316,,,,,
18972,set_tempo,,,,,4,1,0,521739,,,,,
18976,set_tempo,,,,,4,1,0,512821,,,,,
18980,set_tempo,,,,,4,1,0,508475,,,,,
18984,set_tempo,,,,,4,1,0,500000,,,,,
18988,set_tempo,,,,,4,1,0,495868,,,,,
18992,set_tempo,,,,,4,1,0,491803,,,,,
18996,set_tempo,,,,,4,1,0,483871,,,,,
19000,set_tempo,,,,,4,1,0,480000,,,,,
19004,set_tempo,,,,,4,1,0,472441,,,,,
19008,set_tempo,,,,,4,1,0,468750,,,,,
19012,set_tempo,,,,,4,1,0,461538,,,,,
19042,note_on,,,,,126,0,1,,,,0,63,81
19048,note_on,,,,,6,0,1,,,,0,87,86
19048,note_on,,,,,0,0,1,,,,0,75,77
19056,note_off,,,,,8,0,1,,,,0,63,64
19064,note_off,,,,,8,0,1,,,,0,75,64
19070,note_off,,,,,6,0,1,,,,0,87,64
19096,note_on,,,,,26,0,1,,,,0,63,100
19098,note_on,,,,,2,0,1,,,,0,87,95
19102,note_on,,,,,4,0,1,,,,0,75,90
19120,control_change,,,,,18,0,1,,64,127,0,,
19152,note_off,,,,,32,0,1,,,,0,63,64
19166,note_off,,,,,14,0,1,,,,0,75,64
19172,note_off,,,,,6,0,1,,,,0,87,64
19450,note_on,,,,,0,0,1,,,,0,57,83
19450,note_on,,,,,278,0,1,,,,0,81,74
19452,note_on,,,,,2,0,1,,,,0,69,71
19474,note_off,,,,,22,0,1,,,,0,69,64
19478,note_off,,,,,0,0,1,,,,0,81,64
19478,note_off,,,,,4,0,1,,,,0,57,64
19510,note_on,,,,,0,0,1,,,,0,57,93
19510,note_on,,,,,32,0,1,,,,0,69,92
19512,note_on,,,,,2,0,1,,,,0,81,92
19540,note_off,,,,,28,0,1,,,,0,69,64
19544,note_off,,,,,4,0,1,,,,0,57,64
19550,note_off,,,,,6,0,1,,,,0,81,64
19832,note_on,,,,,282,0,1,,,,0,81,65
19834,note_on,,,,,2,0,1,,,,0,69,82
19836,note_on,,,,,2,0,1,,,,0,93,67
19854,note_off,,,,,18,0,1,,,,0,93,64
19860,note_off,,,,,0,0,1,,,,0,81,64
19860,note_off,,,,,6,0,1,,,,0,69,64
19886,note_on,,,,,26,0,1,,,,0,93,90
19888,note_on,,,,,0,0,1,,,,0,69,89
19888,note_on,,,,,2,0,1,,,,0,81,81
19920,note_off,,,,,32,0,1,,,,0,93,64
19924,note_off,,,,,4,0,1,,,,0,81,64
19928,note_off,,,,,4,0,1,,,,0,69,64
20030,note_on,,,,,102,0,1,,,,0,87,77
20032,note_on,,,,,2,0,1,,,,0,75,78
20032,note_on,,,,,0,0,1,,,,0,63,88
20052,note_off,,,,,20,0,1,,,,0,75,64
20056,note_off,,,,,4,0,1,,,,0,87,64
20058,note_off,,,,,2,0,1,,,,0,63,64
20088,note_on,,,,,30,0,1,,,,0,63,93
20090,note_on,,,,,2,0,1,,,,0,87,95
20092,note_on,,,,,2,0,1,,,,0,75,89
20124,note_off,,,,,32,0,1,,,,0,75,64
20124,note_off,,,,,0,0,1,,,,0,63,64
20126,note_off,,,,,2,0,1,,,,0,87,64
20364,control_change,,,,,238,0,1,,64,0,0,,
20464,note_on,,,,,0,0,1,,,,0,54,74
20464,note_on,,,,,100,0,1,,,,0,63,74
20464,note_on,,,,,0,0,1,,,,0,57,74
20468,note_on,,,,,4,0,1,,,,0,35,74
20470,note_on,,,,,2,0,1,,,,0,47,74
20482,control_change,,,,,12,0,1,,64,127,0,,
20506,note_off,,,,,24,0,1,,,,0,54,64
20508,note_off,,,,,2,0,1,,,,0,57,64
20512,note_off,,,,,4,0,1,,,,0,47,64
20518,note_off,,,,,6,0,1,,,,0,35,64
20540,note_off,,,,,22,0,1,,,,0,63,64
20580,control_change,,,,,40,0,1,,64,0,0,,
20704,note_on,,,,,124,0,1,,,,0,66,72
20704,note_on,,,,,0,0,1,,,,0,63,72
20706,note_on,,,,,2,0,1,,,,0,34,72
20712,note_on,,,,,6,0,1,,,,0,58,72
20712,note_on,,,,,0,0,1,,,,0,54,72
20720,note_on,,,,,8,0,1,,,,0,46,72
20764,control_change,,,,,44,0,1,,64,127,0,,
20790,note_off,,,,,26,0,1,,,,0,66,64
20792,note_off,,,,,2,0,1,,,,0,54,64
20804,note_off,,,,,12,0,1,,,,0,58,64
20808,note_off,,,,,4,0,1,,,,0,34,64
20810,note_off,,,,,2,0,1,,,,0,46,64
20814,note_off,,,,,4,0,1,,,,0,63,64
20954,control_change,,,,,140,0,1,,64,0,0,,
21436,note_on,,,,,482,0,1,,,,0,63,87
21438,note_on,,,,,0,0,1,,,,0,75,79
21438,note_on,,,,,2,0,1,,,,0,87,86
21460,note_off,,,,,22,0,1,,,,0,75,64
21460,note_off,,,,,0,0,1,,,,0,63,64
21464,note_off,,,,,4,0,1,,,,0,87,64
21490,note_on,,,,,0,0,1,,,,0,63,91
21490,note_on,,,,,26,0,1,,,,0,87,96
21492,note_on,,,,,2,0,1,,,,0,75,89
21516,control_change,,,,,24,0,1,,64,127,0,,
21548,note_off,,,,,32,0,1,,,,0,63,64
21560,note_off,,,,,12,0,1,,,,0,75,64
21570,note_off,,,,,10,0,1,,,,0,87,64
21804,note_on,,,,,234,0,1,,,,0,82,76
21806,note_on,,,,,2,0,1,,,,0,58,80
21810,note_on,,,,,4,0,1,,,,0,70,63
21828,note_off,,,,,18,0,1,,,,0,70,64
21836,note_off,,,,,0,0,1,,,,0,82,64
21836,note_off,,,,,8,0,1,,,,0,58,64
21864,note_on,,,,,28,0,1,,,,0,58,91
21866,note_on,,,,,2,0,1,,,,0,82,86
21868,note_on,,,,,2,0,1,,,,0,70,90
21896,note_off,,,,,28,0,1,,,,0,70,64
21904,note_off,,,,,8,0,1,,,,0,58,64
21920,note_off,,,,,16,0,1,,,,0,82,64
22176,note_on,,,,,256,0,1,,,,0,94,85
22178,note_on,,,,,2,0,1,,,,0,82,76
22180,note_on,,,,,2,0,1,,,,0,70,81
22202,note_off,,,,,22,0,1,,,,0,82,64
22204,note_off,,,,,2,0,1,,,,0,94,64
22214,note_off,,,,,10,0,1,,,,0,70,64
22238,note_on,,,,,24,0,1,,,,0,94,92
22238,note_on,,,,,0,0,1,,,,0,70,87
22240,note_on,,,,,2,0,1,,,,0,82,85
22276,note_off,,,,,36,0,1,,,,0,94,64
22280,note_off,,,,,4,0,1,,,,0,82,64
22284,note_off,,,,,4,0,1,,,,0,70,64
22374,note_on,,,,,90,0,1,,,,0,63,83
22378,note_on,,,,,0,0,1,,,,0,75,79
22378,note_on,,,,,4,0,1,,,,0,87,79
22394,note_off,,,,,16,0,1,,,,0,87,64
22396,note_off,,,,,2,0,1,,,,0,75,64
22400,note_off,,,,,4,0,1,,,,0,63,64
22432,note_on,,,,,32,0,1,,,,0,63,89
22434,note_on,,,,,2,0,1,,,,0,87,98
22436,note_on,,,,,2,0,1,,,,0,75,90
22466,note_off,,,,,30,0,1,,,,0,75,64
22470,note_off,,,,,0,0,1,,,,0,63,64
22470,note_off,,,,,4,0,1,,,,0,87,64
22704,control_change,,,,,234,0,1,,64,0,0,,
22852,note_on,,,,,148,0,1,,,,0,66,76
22852,note_on,,,,,0,0,1,,,,0,34,83
22854,note_on,,,,,0,0,1,,,,0,46,88
22854,note_on,,,,,2,0,1,,,,0,63,81
22856,note_on,,,,,2,0,1,,,,0,58,87
22856,note_on,,,,,0,0,1,,,,0,54,79
22866,control_change,,,,,10,0,1,,64,127,0,,
22878,note_off,,,,,12,0,1,,,,0,54,64
22888,note_off,,,,,10,0,1,,,,0,58,64
22890,note_off,,,,,2,0,1,,,,0,46,64
22894,note_off,,,,,4,0,1,,,,0,34,64
22900,note_off,,,,,0,0,1,,,,0,66,64
22900,note_off,,,,,6,0,1,,,,0,63,64
22940,control_change,,,,,40,0,1,,64,0,0,,
23066,note_on,,,,,126,0,1,,,,0,72,82
23066,note_on,,,,,0,0,1,,,,0,60,84
23068,control_change,,,,,2,0,1,,64,127,0,,
23070,note_on,,,,,2,0,1,,,,0,63,84
23070,note_on,,,,,0,0,1,,,,0,45,92
23074,note_on,,,,,4,0,1,,,,0,66,83
23074,note_on,,,,,0,0,1,,,,0,33,95
23088,note_off,,,,,14,0,1,,,,0,60,64
23094,note_off,,,,,6,0,1,,,,0,33,64
23096,note_off,,,,,0,0,1,,,,0,63,64
23096,note_off,,,,,2,0,1,,,,0,45,64
23104,note_off,,,,,8,0,1,,,,0,66,64
23108,note_off,,,,,4,0,1,,,,0,72,64
23242,note_on,,,,,134,0,1,,,,0,84,85
23244,note_on,,,,,2,0,1,,,,0,96,90
23254,note_on,,,,,10,0,1,,,,0,72,79
23258,note_on,,,,,4,0,1,,,,0,60,79
23266,note_off,,,,,8,0,1,,,,0,84,64
23268,note_off,,,,,2,0,1,,,,0,96,64
23272,note_off,,,,,4,0,1,,,,0,60,64
23278,note_off,,,,,6,0,1,,,,0,72,64
23298,note_on,,,,,20,0,1,,,,0,84,95
23300,note_on,,,,,2,0,1,,,,0,96,93
23304,note_on,,,,,4,0,1,,,,0,72,93
23304,note_on,,,,,0,0,1,,,,0,60,78
23322,note_off,,,,,18,0,1,,,,0,96,64
23328,note_off,,,,,6,0,1,,,,0,84,64
23332,note_off,,,,,4,0,1,,,,0,72,64
23338,note_off,,,,,6,0,1,,,,0,60,64
23456,note_on,,,,,118,0,1,,,,0,87,82
23460,note_on,,,,,0,0,1,,,,0,63,77
23460,note_on,,,,,4,0,1,,,,0,75,83
23472,note_on,,,,,12,0,1,,,,0,51,54
23476,note_off,,,,,4,0,1,,,,0,75,64
23480,note_off,,,,,4,0,1,,,,0,63,64
23482,note_off,,,,,2,0,1,,,,0,87,64
23486,note_off,,,,,4,0,1,,,,0,51,64
23512,note_on,,,,,26,0,1,,,,0,87,95
23516,note_on,,,,,4,0,1,,,,0,75,96
23518,note_on,,,,,2,0,1,,,,0,51,94
23520,note_on,,,,,2,0,1,,,,0,63,94
23544,note_off,,,,,24,0,1,,,,0,75,64
23546,note_off,,,,,2,0,1,,,,0,63,64
23548,note_off,,,,,2,0,1,,,,0,87,64
23552,note_off,,,,,4,0,1,,,,0,51,64
23884,control_change,,,,,332,0,1,,64,0,0,,
23948,note_on,,,,,0,0,1,,,,0,55,84
23948,note_on,,,,,64,0,1,,,,0,63,86
23950,note_on,,,,,2,0,1,,,,0,67,84
23952,note_on,,,,,2,0,1,,,,0,60,84
23956,note_on,,,,,0,0,1,,,,0,31,100
23956,note_on,,,,,4,0,1,,,,0,43,100
23962,control_change,,,,,6,0,1,,64,127,0,,
23970,note_off,,,,,8,0,1,,,,0,55,64
23976,note_off,,,,,6,0,1,,,,0,31,64
23980,note_off,,,,,4,0,1,,,,0,60,64
23982,note_off,,,,,2,0,1,,,,0,43,64
23990,note_off,,,,,8,0,1,,,,0,63,64
23992,note_off,,,,,2,0,1,,,,0,67,64
24136,note_on,,,,,144,0,1,,,,0,84,79
24140,note_on,,,,,4,0,1,,,,0,96,61
24142,note_on,,,,,2,0,1,,,,0,72,87
24146,note_on,,,,,4,0,1,,,,0,60,81
24152,note_off,,,,,6,0,1,,,,0,84,64
24154,note_off,,,,,2,0,1,,,,0,96,64
24160,note_off,,,,,6,0,1,,,,0,60,64
24160,note_off,,,,,0,0,1,,,,0,72,64
24188,note_on,,,,,28,0,1,,,,0,96,94
24190,note_on,,,,,2,0,1,,,,0,84,90
24192,note_on,,,,,2,0,1,,,,0,60,86
24196,note_on,,,,,4,0,1,,,,0,72,107
24210,note_off,,,,,14,0,1,,,,0,96,64
24216,note_off,,,,,6,0,1,,,,0,84,64
24224,note_off,,,,,0,0,1,,,,0,60,64
24224,note_off,,,,,8,0,1,,,,0,72,64
24378,note_on,,,,,154,0,1,,,,0,63,84
24380,note_on,,,,,2,0,1,,,,0,87,84
24380,note_on,,,,,0,0,1,,,,0,75,86
24384,note_on,,,,,4,0,1,,,,0,51,86
24398,note_off,,,,,14,0,1,,,,0,51,64
24400,note_off,,,,,0,0,1,,,,0,87,64
24400,note_off,,,,,2,0,1,,,,0,75,64
24404,note_off,,,,,4,0,1,,,,0,63,64
24438,note_on,,,,,34,0,1,,,,0,87,97
24440,note_on,,,,,2,0,1,,,,0,75,94
24444,note_on,,,,,4,0,1,,,,0,63,94
24446,note_on,,,,,2,0,1,,,,0,51,106
24524,note_off,,,,,78,0,1,,,,0,63,64
24524,note_off,,,,,0,0,1,,,,0,75,64
24550,note_off,,,,,26,0,1,,,,0,51,64
24560,note_off,,,,,10,0,1,,,,0,87,64
24822,note_on,,,,,0,0,1,,,,0,93,90
24822,note_on,,,,,262,0,1,,,,0,99,94
