tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
19785,note_off,,35,0,5,,,,,,,1,,,,49,0
19800,note_off,,15,0,6,,,,,,,2,,,,37,0
19800,note_off,,15,0,5,,,,,,,1,,,,37,0
19950,note_off,,150,0,5,,,,,,,1,,,,71,0
19950,note_off,,150,0,6,,,,,,,2,,,,71,0
19955,note_off,,5,0,5,,,,,,,1,,,,77,0
19955,note_off,,5,0,6,,,,,,,2,,,,77,0
19965,note_off,,10,0,6,,,,,,,2,,,,83,0
19965,note_off,,10,0,5,,,,,,,1,,,,83,0
19975,note_on,,10,0,5,,,,,,,1,,,,65,88
19975,note_on,,10,0,6,,,,,,,2,,,,65,88
19980,note_on,,5,0,5,,,,,,,1,,,,56,84
19980,note_on,,5,0,6,,,,,,,2,,,,56,84
19985,note_on,,5,0,5,,,,,,,1,,,,61,72
19985,note_on,,5,0,6,,,,,,,2,,,,61,72
20035,note_off,,50,0,6,,,,,,,2,,,,56,0
20035,note_off,,50,0,5,,,,,,,1,,,,56,0
20060,note_off,,25,0,6,,,,,,,2,,,,61,0
20060,note_off,,25,0,5,,,,,,,1,,,,61,0
20065,note_off,,5,0,6,,,,,,,2,,,,65,0
20065,note_off,,5,0,5,,,,,,,1,,,,65,0
20105,note_on,,40,0,6,,,,,,,2,,,,73,77
20105,note_on,,40,0,5,,,,,,,1,,,,73,77
20110,note_on,,5,0,5,,,,,,,1,,,,85,46
20110,note_on,,5,0,6,,,,,,,2,,,,85,46
20155,note_off,,45,0,6,,,,,,,2,,,,73,0
20155,note_off,,45,0,5,,,,,,,1,,,,73,0
20170,note_off,,15,0,5,,,,,,,1,,,,85,0
20170,note_off,,15,0,6,,,,,,,2,,,,85,0
20195,note_on,,25,0,5,,,,,,,1,,,,72,88
20195,note_on,,25,0,6,,,,,,,2,,,,72,88
20200,note_on,,0,0,6,,,,,,,2,,,,77,91
20200,note_on,,5,0,6,,,,,,,2,,,,84,122
20200,note_on,,0,0,5,,,,,,,1,,,,77,91
20200,note_on,,5,0,5,,,,,,,1,,,,84,122
20210,note_on,,10,0,5,,,,,,,1,,,,80,68
20210,note_on,,10,0,6,,,,,,,2,,,,80,68
20235,note_off,,25,0,5,,,,,,,1,,,,80,0
20235,note_off,,25,0,6,,,,,,,2,,,,80,0
20250,note_on,,15,0,5,,,,,,,1,,,,56,90
20250,note_on,,15,0,6,,,,,,,2,,,,56,90
20255,note_on,,5,0,6,,,,,,,2,,,,44,79
20255,note_on,,5,0,5,,,,,,,1,,,,44,79
20265,note_off,,10,0,6,,,,,,,2,,,,72,0
20265,note_off,,10,0,5,,,,,,,1,,,,72,0
20275,note_off,,10,0,5,,,,,,,1,,,,77,0
20275,note_off,,10,0,6,,,,,,,2,,,,77,0
20285,note_off,,10,0,6,,,,,,,2,,,,84,0
20285,note_off,,10,0,5,,,,,,,1,,,,84,0
20315,note_off,,30,0,5,,,,,,,1,,,,56,0
20315,note_off,,30,0,6,,,,,,,2,,,,56,0
20335,note_off,,20,0,6,,,,,,,2,,,,44,0
20335,note_off,,20,0,5,,,,,,,1,,,,44,0
20435,note_on,,0,0,5,,,,,,,1,,,,85,74
20435,note_on,,100,0,5,,,,,,,1,,,,73,104
20435,note_on,,100,0,6,,,,,,,2,,,,73,104
20435,note_on,,0,0,6,,,,,,,2,,,,85,74
20440,note_on,,5,0,5,,,,,,,1,,,,80,72
20440,note_on,,5,0,6,,,,,,,2,,,,80,72
20480,note_on,,40,0,6,,,,,,,2,,,,56,88
20480,note_on,,40,0,5,,,,,,,1,,,,56,88
20485,note_on,,5,0,6,,,,,,,2,,,,65,72
20485,note_on,,5,0,5,,,,,,,1,,,,65,72
20485,note_on,,0,0,5,,,,,,,1,,,,61,80
20485,note_on,,0,0,6,,,,,,,2,,,,61,80
20490,note_off,,5,0,5,,,,,,,1,,,,80,0
20490,note_off,,5,0,6,,,,,,,2,,,,80,0
20505,note_off,,15,0,6,,,,,,,2,,,,85,0
20505,note_off,,15,0,5,,,,,,,1,,,,85,0
20505,note_off,,0,0,6,,,,,,,2,,,,73,0
20505,note_off,,0,0,5,,,,,,,1,,,,73,0
20550,note_off,,45,0,6,,,,,,,2,,,,56,0
20550,note_off,,45,0,5,,,,,,,1,,,,56,0
20570,note_off,,20,0,5,,,,,,,1,,,,65,0
20570,note_off,,20,0,6,,,,,,,2,,,,65,0
20580,note_off,,10,0,5,,,,,,,1,,,,61,0
20580,note_off,,10,0,6,,,,,,,2,,,,61,0
20675,note_on,,95,0,5,,,,,,,1,,,,83,88
20675,note_on,,95,0,6,,,,,,,2,,,,83,88
20680,note_on,,0,0,6,,,,,,,2,,,,77,104
20680,note_on,,5,0,6,,,,,,,2,,,,71,80
20680,note_on,,0,0,5,,,,,,,1,,,,77,104
20680,note_on,,5,0,5,,,,,,,1,,,,71,80
20725,note_on,,0,0,5,,,,,,,1,,,,37,88
20725,note_on,,0,0,6,,,,,,,2,,,,37,88
20725,note_on,,45,0,6,,,,,,,2,,,,49,110
20725,note_on,,45,0,5,,,,,,,1,,,,49,110
20800,note_off,,75,0,5,,,,,,,1,,,,49,0
20800,note_off,,75,0,6,,,,,,,2,,,,49,0
20805,note_off,,5,0,5,,,,,,,1,,,,37,0
20805,note_off,,5,0,6,,,,,,,2,,,,37,0
20845,note_off,,40,0,6,,,,,,,2,,,,71,0
20845,note_off,,40,0,5,,,,,,,1,,,,71,0
20870,note_off,,0,0,6,,,,,,,2,,,,77,0
20870,note_off,,25,0,6,,,,,,,2,,,,83,0
20870,note_off,,25,0,5,,,,,,,1,,,,83,0
20870,note_off,,0,0,5,,,,,,,1,,,,77,0
20940,note_on,,70,0,5,,,,,,,1,,,,56,79
20940,note_on,,70,0,6,,,,,,,2,,,,56,79
20945,note_on,,5,0,5,,,,,,,1,,,,65,64
20945,note_on,,5,0,6,,,,,,,2,,,,65,64
20955,note_on,,10,0,6,,,,,,,2,,,,61,68
20955,note_on,,10,0,5,,,,,,,1,,,,61,68
21005,note_off,,50,0,5,,,,,,,1,,,,56,0
21005,note_off,,50,0,6,,,,,,,2,,,,56,0
21015,note_on,,10,0,5,,,,,,,1,,,,73,68
21015,note_on,,0,0,5,,,,,,,1,,,,85,49
21015,note_on,,10,0,6,,,,,,,2,,,,73,68
21015,note_on,,0,0,6,,,,,,,2,,,,85,49
21035,note_off,,20,0,6,,,,,,,2,,,,65,0
21035,note_off,,20,0,5,,,,,,,1,,,,65,0
21040,note_off,,5,0,6,,,,,,,2,,,,61,0
21040,note_off,,5,0,5,,,,,,,1,,,,61,0
21075,note_off,,35,0,6,,,,,,,2,,,,73,0
21075,note_off,,35,0,5,,,,,,,1,,,,73,0
21080,note_off,,5,0,5,,,,,,,1,,,,85,0
21080,note_off,,5,0,6,,,,,,,2,,,,85,0
21110,note_on,,30,0,5,,,,,,,1,,,,72,88
21110,note_on,,30,0,6,,,,,,,2,,,,72,88
21110,note_on,,0,0,5,,,,,,,1,,,,84,88
21110,note_on,,0,0,6,,,,,,,2,,,,84,88
21115,note_on,,5,0,6,,,,,,,2,,,,81,80
21115,note_on,,5,0,5,,,,,,,1,,,,81,80
21130,note_on,,15,0,6,,,,,,,2,,,,74,59
21130,note_on,,15,0,5,,,,,,,1,,,,74,59
21160,note_on,,30,0,5,,,,,,,1,,,,54,90
21160,note_on,,30,0,6,,,,,,,2,,,,54,90
21165,note_on,,5,0,6,,,,,,,2,,,,42,104
21165,note_on,,5,0,5,,,,,,,1,,,,42,104
21170,note_off,,5,0,6,,,,,,,2,,,,74,0
21170,note_off,,5,0,5,,,,,,,1,,,,74,0
21175,note_off,,5,0,6,,,,,,,2,,,,72,0
21175,note_off,,5,0,5,,,,,,,1,,,,72,0
21190,note_off,,15,0,5,,,,,,,1,,,,84,0
21190,note_off,,15,0,6,,,,,,,2,,,,84,0
21195,note_off,,5,0,6,,,,,,,2,,,,81,0
21195,note_off,,5,0,5,,,,,,,1,,,,81,0
21235,note_off,,40,0,6,,,,,,,2,,,,54,0
21235,note_off,,40,0,5,,,,,,,1,,,,54,0
21260,note_off,,25,0,5,,,,,,,1,,,,42,0
21260,note_off,,25,0,6,,,,,,,2,,,,42,0
21350,note_on,,90,0,6,,,,,,,2,,,,85,50
21350,note_on,,90,0,5,,,,,,,1,,,,85,50
21355,note_on,,5,0,5,,,,,,,1,,,,73,84
21355,note_on,,5,0,6,,,,,,,2,,,,73,84
21365,note_on,,10,0,6,,,,,,,2,,,,82,57
21365,note_on,,10,0,5,,,,,,,1,,,,82,57
21390,note_on,,25,0,5,,,,,,,1,,,,66,88
21390,note_on,,0,0,5,,,,,,,1,,,,58,88
21390,note_on,,0,0,6,,,,,,,2,,,,58,88
21390,note_on,,25,0,6,,,,,,,2,,,,66,88
21395,note_on,,5,0,5,,,,,,,1,,,,61,80
21395,note_on,,5,0,6,,,,,,,2,,,,61,80
21405,note_off,,10,0,5,,,,,,,1,,,,82,0
21405,note_off,,10,0,6,,,,,,,2,,,,82,0
21410,note_off,,5,0,6,,,,,,,2,,,,85,0
21410,note_off,,5,0,5,,,,,,,1,,,,85,0
21415,note_off,,5,0,5,,,,,,,1,,,,73,0
21415,note_off,,5,0,6,,,,,,,2,,,,73,0
21460,note_off,,45,0,5,,,,,,,1,,,,58,0
21460,note_off,,45,0,6,,,,,,,2,,,,58,0
21465,note_off,,5,0,6,,,,,,,2,,,,61,0
21465,note_off,,5,0,5,,,,,,,1,,,,61,0
21480,note_off,,15,0,6,,,,,,,2,,,,66,0
21480,note_off,,15,0,5,,,,,,,1,,,,66,0
21605,note_on,,0,0,6,,,,,,,2,,,,78,104
21605,note_on,,0,0,5,,,,,,,1,,,,78,104
21605,note_on,,0,0,6,,,,,,,2,,,,70,104
21605,note_on,,125,0,5,,,,,,,1,,,,82,84
21605,note_on,,0,0,5,,,,,,,1,,,,70,104
21605,note_on,,125,0,6,,,,,,,2,,,,82,84
21635,note_on,,0,0,6,,,,,,,2,,,,49,88
21635,note_on,,30,0,5,,,,,,,1,,,,37,90
21635,note_on,,0,0,5,,,,,,,1,,,,49,88
21635,note_on,,30,0,6,,,,,,,2,,,,37,90
21705,note_off,,70,0,6,,,,,,,2,,,,49,0
21705,note_off,,70,0,5,,,,,,,1,,,,49,0
21710,note_off,,5,0,6,,,,,,,2,,,,37,0
21710,note_off,,5,0,5,,,,,,,1,,,,37,0
21790,note_off,,80,0,6,,,,,,,2,,,,70,0
21790,note_off,,80,0,5,,,,,,,1,,,,70,0
21805,note_off,,0,0,5,,,,,,,1,,,,82,0
21805,note_off,,0,0,6,,,,,,,2,,,,82,0
21805,note_off,,15,0,6,,,,,,,2,,,,78,0
21805,note_off,,15,0,5,,,,,,,1,,,,78,0
21850,note_on,,45,0,6,,,,,,,2,,,,66,80
21850,note_on,,45,0,5,,,,,,,1,,,,66,80
21855,note_on,,0,0,6,,,,,,,2,,,,61,84
21855,note_on,,0,0,5,,,,,,,1,,,,61,84
21855,note_on,,5,0,6,,,,,,,2,,,,58,70
21855,note_on,,5,0,5,,,,,,,1,,,,58,70
21920,note_off,,0,0,5,,,,,,,1,,,,58,0
21920,note_off,,65,0,5,,,,,,,1,,,,61,0
21920,note_off,,0,0,6,,,,,,,2,,,,58,0
21920,note_off,,65,0,6,,,,,,,2,,,,61,0
21945,note_off,,25,0,5,,,,,,,1,,,,66,0
21945,note_off,,25,0,6,,,,,,,2,,,,66,0
21965,note_on,,20,0,6,,,,,,,2,,,,73,79
21965,note_on,,0,0,6,,,,,,,2,,,,85,38
21965,note_on,,20,0,5,,,,,,,1,,,,73,79
21965,note_on,,0,0,5,,,,,,,1,,,,85,38
22015,note_off,,50,0,6,,,,,,,2,,,,85,0
22015,note_off,,50,0,5,,,,,,,1,,,,85,0
22020,note_off,,5,0,6,,,,,,,2,,,,73,0
22020,note_off,,5,0,5,,,,,,,1,,,,73,0
22060,note_on,,0,0,5,,,,,,,1,,,,81,84
22060,note_on,,40,0,5,,,,,,,1,,,,72,72
22060,note_on,,0,0,6,,,,,,,2,,,,84,84
22060,note_on,,0,0,6,,,,,,,2,,,,81,84
22060,note_on,,0,0,5,,,,,,,1,,,,84,84
22060,note_on,,40,0,6,,,,,,,2,,,,72,72
22070,note_on,,10,0,6,,,,,,,2,,,,74,80
22070,note_on,,10,0,5,,,,,,,1,,,,74,80
22075,note_on,,5,0,5,,,,,,,1,,,,54,80
22075,note_on,,5,0,6,,,,,,,2,,,,54,80
22080,note_on,,5,0,6,,,,,,,2,,,,42,110
22080,note_on,,5,0,5,,,,,,,1,,,,42,110
22105,note_off,,25,0,5,,,,,,,1,,,,74,0
22105,note_off,,25,0,6,,,,,,,2,,,,74,0
22120,note_off,,15,0,5,,,,,,,1,,,,72,0
22120,note_off,,15,0,6,,,,,,,2,,,,72,0
22125,note_off,,5,0,6,,,,,,,2,,,,84,0
22125,note_off,,5,0,5,,,,,,,1,,,,84,0
22130,note_off,,5,0,5,,,,,,,1,,,,81,0
22130,note_off,,5,0,6,,,,,,,2,,,,81,0
22150,note_off,,20,0,6,,,,,,,2,,,,54,0
22150,note_off,,20,0,5,,,,,,,1,,,,54,0
22160,note_off,,10,0,6,,,,,,,2,,,,42,0
22160,note_off,,10,0,5,,,,,,,1,,,,42,0
22285,note_on,,125,0,6,,,,,,,2,,,,85,60
22285,note_on,,125,0,5,,,,,,,1,,,,85,60
22295,note_on,,10,0,6,,,,,,,2,,,,73,90
22295,note_on,,0,0,6,,,,,,,2,,,,82,72
22295,note_on,,10,0,5,,,,,,,1,,,,73,90
22295,note_on,,0,0,5,,,,,,,1,,,,82,72
22320,note_on,,25,0,6,,,,,,,2,,,,61,72
22320,note_on,,0,0,6,,,,,,,2,,,,58,72
22320,note_on,,0,0,5,,,,,,,1,,,,66,72
22320,note_on,,25,0,5,,,,,,,1,,,,61,72
22320,note_on,,0,0,5,,,,,,,1,,,,58,72
22320,note_on,,0,0,6,,,,,,,2,,,,66,72
22325,note_off,,5,0,6,,,,,,,2,,,,82,0
22325,note_off,,5,0,5,,,,,,,1,,,,82,0
22350,note_off,,25,0,6,,,,,,,2,,,,85,0
22350,note_off,,25,0,5,,,,,,,1,,,,85,0
22355,note_off,,5,0,6,,,,,,,2,,,,73,0
22355,note_off,,5,0,5,,,,,,,1,,,,73,0
22380,note_off,,25,0,6,,,,,,,2,,,,58,0
22380,note_off,,25,0,5,,,,,,,1,,,,58,0
22385,note_off,,5,0,5,,,,,,,1,,,,61,0
22385,note_off,,5,0,6,,,,,,,2,,,,61,0
22395,note_off,,10,0,6,,,,,,,2,,,,66,0
22395,note_off,,10,0,5,,,,,,,1,,,,66,0
22535,note_on,,140,0,6,,,,,,,2,,,,70,88
22535,note_on,,0,0,5,,,,,,,1,,,,82,110
22535,note_on,,0,0,6,,,,,,,2,,,,82,110
22535,note_on,,140,0,5,,,,,,,1,,,,70,88
22540,note_on,,5,0,6,,,,,,,2,,,,78,80
22540,note_on,,5,0,5,,,,,,,1,,,,78,80
22555,note_on,,15,0,6,,,,,,,2,,,,37,88
22555,note_on,,15,0,5,,,,,,,1,,,,37,88
22555,note_on,,0,0,6,,,,,,,2,,,,49,88
22555,note_on,,0,0,5,,,,,,,1,,,,49,88
22625,note_off,,70,0,6,,,,,,,2,,,,49,0
22625,note_off,,70,0,5,,,,,,,1,,,,49,0
22630,note_off,,5,0,6,,,,,,,2,,,,37,0
22630,note_off,,5,0,5,,,,,,,1,,,,37,0
22685,note_off,,55,0,6,,,,,,,2,,,,70,0
22685,note_off,,55,0,5,,,,,,,1,,,,70,0
22700,note_off,,15,0,5,,,,,,,1,,,,82,0
22700,note_off,,15,0,6,,,,,,,2,,,,82,0
22710,note_off,,10,0,5,,,,,,,1,,,,78,0
22710,note_off,,10,0,6,,,,,,,2,,,,78,0
22780,note_on,,0,0,6,,,,,,,2,,,,58,84
22780,note_on,,70,0,6,,,,,,,2,,,,66,77
22780,note_on,,70,0,5,,,,,,,1,,,,66,77
22780,note_on,,0,0,5,,,,,,,1,,,,58,84
22790,note_on,,10,0,5,,,,,,,1,,,,61,64
22790,note_on,,10,0,6,,,,,,,2,,,,61,64
22840,note_off,,50,0,5,,,,,,,1,,,,61,0
22840,note_off,,50,0,6,,,,,,,2,,,,61,0
22850,note_off,,10,0,5,,,,,,,1,,,,58,0
22850,note_off,,10,0,6,,,,,,,2,,,,58,0
22860,note_off,,10,0,5,,,,,,,1,,,,66,0
22860,note_off,,10,0,6,,,,,,,2,,,,66,0
22910,note_on,,50,0,5,,,,,,,1,,,,73,79
22910,note_on,,50,0,6,,,,,,,2,,,,73,79
22910,note_on,,0,0,6,,,,,,,2,,,,85,47
22910,note_on,,0,0,5,,,,,,,1,,,,85,47
22960,note_off,,50,0,6,,,,,,,2,,,,73,0
22960,note_off,,50,0,5,,,,,,,1,,,,73,0
22975,note_off,,15,0,6,,,,,,,2,,,,85,0
22975,note_off,,15,0,5,,,,,,,1,,,,85,0
23000,note_on,,25,0,5,,,,,,,1,,,,56,72
23000,note_on,,25,0,6,,,,,,,2,,,,56,72
23005,note_on,,5,0,5,,,,,,,1,,,,44,92
23005,note_on,,5,0,6,,,,,,,2,,,,44,92
23015,note_on,,0,0,5,,,,,,,1,,,,84,90
23015,note_on,,10,0,6,,,,,,,2,,,,72,68
23015,note_on,,0,0,6,,,,,,,2,,,,84,90
23015,note_on,,10,0,5,,,,,,,1,,,,72,68
23060,note_off,,45,0,5,,,,,,,1,,,,56,0
23060,note_off,,45,0,6,,,,,,,2,,,,56,0
23070,note_off,,10,0,6,,,,,,,2,,,,72,0
23070,note_off,,10,0,5,,,,,,,1,,,,72,0
23080,note_off,,10,0,6,,,,,,,2,,,,84,0
23080,note_off,,10,0,5,,,,,,,1,,,,84,0
23090,note_off,,10,0,6,,,,,,,2,,,,44,0
23090,note_off,,10,0,5,,,,,,,1,,,,44,0
23240,note_on,,150,0,5,,,,,,,1,,,,61,69
23240,note_on,,150,0,6,,,,,,,2,,,,61,69
23245,note_on,,5,0,6,,,,,,,2,,,,65,61
23245,note_on,,5,0,5,,,,,,,1,,,,65,61
23250,note_on,,5,0,6,,,,,,,2,,,,73,76
23250,note_on,,0,0,6,,,,,,,2,,,,85,58
23250,note_on,,0,0,5,,,,,,,1,,,,85,58
23250,note_on,,5,0,5,,,,,,,1,,,,73,76
23255,note_on,,5,0,5,,,,,,,1,,,,80,72
23255,note_on,,5,0,6,,,,,,,2,,,,80,72
23305,note_off,,50,0,5,,,,,,,1,,,,73,0
23305,note_off,,50,0,6,,,,,,,2,,,,73,0
23310,note_off,,5,0,6,,,,,,,2,,,,61,0
23310,note_off,,5,0,5,,,,,,,1,,,,61,0
23315,note_off,,5,0,5,,,,,,,1,,,,85,0
23315,note_off,,5,0,6,,,,,,,2,,,,85,0
23325,note_off,,0,0,6,,,,,,,2,,,,80,0
23325,note_off,,10,0,5,,,,,,,1,,,,65,0
23325,note_off,,0,0,5,,,,,,,1,,,,80,0
23325,note_off,,10,0,6,,,,,,,2,,,,65,0
23475,note_on,,150,0,6,,,,,,,2,,,,37,90
23475,note_on,,150,0,5,,,,,,,1,,,,37,90
23480,note_on,,5,0,5,,,,,,,1,,,,49,88
23480,note_on,,5,0,6,,,,,,,2,,,,49,88
23495,note_on,,15,0,5,,,,,,,1,,,,87,78
23495,note_on,,0,0,6,,,,,,,2,,,,75,88
23495,note_on,,15,0,6,,,,,,,2,,,,87,78
23495,note_on,,0,0,5,,,,,,,1,,,,75,88
23505,note_on,,10,0,6,,,,,,,2,,,,83,80
23505,note_on,,10,0,5,,,,,,,1,,,,83,80
23555,note_off,,50,0,6,,,,,,,2,,,,49,0
23555,note_off,,0,0,6,,,,,,,2,,,,37,0
23555,note_off,,0,0,5,,,,,,,1,,,,37,0
23555,note_off,,50,0,5,,,,,,,1,,,,49,0
23675,note_off,,120,0,6,,,,,,,2,,,,87,0
23675,note_off,,120,0,5,,,,,,,1,,,,87,0
23685,note_off,,10,0,6,,,,,,,2,,,,83,0
23685,note_off,,10,0,5,,,,,,,1,,,,83,0
23700,note_off,,15,0,5,,,,,,,1,,,,75,0
23700,note_off,,15,0,6,,,,,,,2,,,,75,0
23720,note_on,,20,0,5,,,,,,,1,,,,61,88
23720,note_on,,20,0,6,,,,,,,2,,,,61,88
23725,note_on,,0,0,6,,,,,,,2,,,,59,72
23725,note_on,,5,0,5,,,,,,,1,,,,65,72
23725,note_on,,5,0,6,,,,,,,2,,,,65,72
23725,note_on,,0,0,5,,,,,,,1,,,,59,72
23785,note_off,,60,0,5,,,,,,,1,,,,59,0
23785,note_off,,60,0,6,,,,,,,2,,,,59,0
23790,note_off,,5,0,5,,,,,,,1,,,,61,0
23790,note_off,,5,0,6,,,,,,,2,,,,61,0
23800,note_off,,10,0,5,,,,,,,1,,,,65,0
23800,note_off,,10,0,6,,,,,,,2,,,,65,0
23860,note_on,,60,0,5,,,,,,,1,,,,73,63
23860,note_on,,60,0,6,,,,,,,2,,,,73,63
23865,note_on,,5,0,5,,,,,,,1,,,,85,38
23865,note_on,,5,0,6,,,,,,,2,,,,85,38
23905,note_off,,40,0,6,,,,,,,2,,,,73,0
23905,note_off,,40,0,5,,,,,,,1,,,,73,0
23910,note_off,,5,0,5,,,,,,,1,,,,85,0
23910,note_off,,5,0,6,,,,,,,2,,,,85,0
23945,note_on,,35,0,5,,,,,,,1,,,,56,78
23945,note_on,,35,0,6,,,,,,,2,,,,56,78
23950,note_on,,5,0,6,,,,,,,2,,,,44,88
23950,note_on,,5,0,5,,,,,,,1,,,,44,88
23960,note_on,,10,0,5,,,,,,,1,,,,72,79
23960,note_on,,0,0,6,,,,,,,2,,,,84,91
23960,note_on,,10,0,6,,,,,,,2,,,,72,79
23960,note_on,,0,0,5,,,,,,,1,,,,84,91
24015,note_off,,55,0,6,,,,,,,2,,,,72,0
24015,note_off,,0,0,5,,,,,,,1,,,,56,0
24015,note_off,,0,0,6,,,,,,,2,,,,56,0
24015,note_off,,55,0,5,,,,,,,1,,,,72,0
24025,note_off,,10,0,5,,,,,,,1,,,,84,0
24025,note_off,,10,0,6,,,,,,,2,,,,84,0
24035,note_off,,10,0,5,,,,,,,1,,,,44,0
24035,note_off,,10,0,6,,,,,,,2,,,,44,0
24190,note_on,,0,0,5,,,,,,,1,,,,61,88
24190,note_on,,0,0,6,,,,,,,2,,,,61,88
24190,note_on,,0,0,6,,,,,,,2,,,,59,72
24190,note_on,,155,0,6,,,,,,,2,,,,65,76
24190,note_on,,155,0,5,,,,,,,1,,,,65,76
24190,note_on,,0,0,5,,,,,,,1,,,,59,72
24210,note_on,,20,0,5,,,,,,,1,,,,73,104
24210,note_on,,20,0,6,,,,,,,2,,,,73,104
24215,note_on,,5,0,5,,,,,,,1,,,,85,65
24215,note_on,,5,0,6,,,,,,,2,,,,85,65
24220,note_on,,5,0,6,,,,,,,2,,,,80,80
24220,note_on,,5,0,5,,,,,,,1,,,,80,80
24260,note_off,,40,0,5,,,,,,,1,,,,59,0
24260,note_off,,40,0,6,,,,,,,2,,,,59,0
24265,note_off,,5,0,5,,,,,,,1,,,,61,0
24265,note_off,,5,0,6,,,,,,,2,,,,61,0
24270,note_off,,5,0,6,,,,,,,2,,,,73,0
24270,note_off,,5,0,5,,,,,,,1,,,,73,0
24275,note_off,,5,0,6,,,,,,,2,,,,65,0
24275,note_off,,5,0,5,,,,,,,1,,,,65,0
24285,note_off,,10,0,6,,,,,,,2,,,,80,0
24285,note_off,,10,0,5,,,,,,,1,,,,80,0
24290,note_off,,5,0,5,,,,,,,1,,,,85,0
24290,note_off,,5,0,6,,,,,,,2,,,,85,0
24420,note_on,,130,0,6,,,,,,,2,,,,37,90
24420,note_on,,130,0,5,,,,,,,1,,,,37,90
24425,note_on,,5,0,6,,,,,,,2,,,,49,104
24425,note_on,,5,0,5,,,,,,,1,,,,49,104
24460,note_on,,35,0,5,,,,,,,1,,,,87,88
24460,note_on,,0,0,6,,,,,,,2,,,,75,95
24460,note_on,,0,0,5,,,,,,,1,,,,75,95
24460,note_on,,35,0,6,,,,,,,2,,,,87,88
24465,note_on,,5,0,6,,,,,,,2,,,,83,80
24465,note_on,,5,0,5,,,,,,,1,,,,83,80
24495,note_off,,0,0,5,,,,,,,1,,,,37,0
24495,note_off,,30,0,5,,,,,,,1,,,,49,0
24495,note_off,,30,0,6,,,,,,,2,,,,49,0
24495,note_off,,0,0,6,,,,,,,2,,,,37,0
24660,note_on,,0,0,6,,,,,,,2,,,,65,80
24660,note_on,,165,0,6,,,,,,,2,,,,61,88
24660,note_on,,165,0,5,,,,,,,1,,,,61,88
24660,note_on,,0,0,5,,,,,,,1,,,,59,72
24660,note_on,,0,0,5,,,,,,,1,,,,65,80
24660,note_on,,0,0,6,,,,,,,2,,,,59,72
24665,note_off,,0,0,6,,,,,,,2,,,,83,0
24665,note_off,,0,0,5,,,,,,,1,,,,83,0
24665,note_off,,5,0,6,,,,,,,2,,,,87,0
24665,note_off,,5,0,5,,,,,,,1,,,,87,0
24675,note_off,,10,0,6,,,,,,,2,,,,75,0
24675,note_off,,10,0,5,,,,,,,1,,,,75,0
24725,note_off,,50,0,5,,,,,,,1,,,,59,0
24725,note_off,,50,0,6,,,,,,,2,,,,59,0
24730,note_off,,5,0,6,,,,,,,2,,,,61,0
24730,note_off,,5,0,5,,,,,,,1,,,,61,0
24740,note_off,,10,0,5,,,,,,,1,,,,65,0
24740,note_off,,10,0,6,,,,,,,2,,,,65,0
24830,note_on,,90,0,6,,,,,,,2,,,,73,68
24830,note_on,,0,0,6,,,,,,,2,,,,85,46
24830,note_on,,90,0,5,,,,,,,1,,,,73,68
24830,note_on,,0,0,5,,,,,,,1,,,,85,46
24860,note_on,,30,0,6,,,,,,,2,,,,80,47
24860,note_on,,30,0,5,,,,,,,1,,,,80,47
24890,note_off,,30,0,6,,,,,,,2,,,,73,0
24890,note_off,,30,0,5,,,,,,,1,,,,73,0
24895,note_on,,5,0,6,,,,,,,2,,,,54,110
24895,note_on,,5,0,5,,,,,,,1,,,,54,110
24900,note_on,,0,0,6,,,,,,,2,,,,42,104
24900,note_on,,0,0,5,,,,,,,1,,,,42,104
24900,note_off,,5,0,6,,,,,,,2,,,,80,0
24900,note_off,,5,0,5,,,,,,,1,,,,80,0
24905,note_off,,5,0,6,,,,,,,2,,,,85,0
24905,note_off,,5,0,5,,,,,,,1,,,,85,0
24935,note_on,,30,0,6,,,,,,,2,,,,80,63
24935,note_on,,30,0,5,,,,,,,1,,,,80,63
24940,note_on,,5,0,5,,,,,,,1,,,,84,104
24940,note_on,,5,0,6,,,,,,,2,,,,84,104
24945,note_on,,5,0,5,,,,,,,1,,,,72,88
24945,note_on,,5,0,6,,,,,,,2,,,,72,88
24950,note_on,,5,0,6,,,,,,,2,,,,81,88
24950,note_on,,5,0,5,,,,,,,1,,,,81,88
24970,note_off,,20,0,6,,,,,,,2,,,,54,0
24970,note_off,,20,0,5,,,,,,,1,,,,54,0
24985,note_off,,15,0,5,,,,,,,1,,,,42,0
24985,note_off,,15,0,6,,,,,,,2,,,,42,0
25005,note_off,,20,0,6,,,,,,,2,,,,72,0
25005,note_off,,20,0,5,,,,,,,1,,,,72,0
25010,note_off,,5,0,6,,,,,,,2,,,,80,0
25010,note_off,,5,0,5,,,,,,,1,,,,80,0
25015,note_off,,5,0,6,,,,,,,2,,,,81,0
25015,note_off,,5,0,5,,,,,,,1,,,,81,0
25030,note_off,,15,0,5,,,,,,,1,,,,84,0
25030,note_off,,15,0,6,,,,,,,2,,,,84,0
25155,note_on,,0,0,5,,,,,,,1,,,,66,80
25155,note_on,,125,0,6,,,,,,,2,,,,58,104
25155,note_on,,0,0,6,,,,,,,2,,,,61,104
